total bytes,total packets,total bytes per seconds,total packets per seconds
25245483962,30243458,12622741.981,15121.729
15994835618,19199438,7997417.809,9599.719
15869955970,19461059,7934977.985,9730.5295
11589942540,14266394,5794971.27,7133.197
16213066974,19718860,8106533.487,9859.43
