total bytes,total packets,total bytes per seconds,total packets per seconds
2079975017,3633611,3301547.646031746,5767.636507936508
2078863257,3632271,3299782.9476190475,5765.509523809524
2077182944,3632877,3297115.784126984,5766.471428571429
2077063122,3632854,3296925.5904761907,5766.434920634921
2076862885,3632824,3296607.753968254,5766.387301587301
