expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
761482788,296351556,90912,242813,0.3891769593090264,2.670857532558958
695944770,270829337,71887,210305,0.3891534913036274,2.9254941783632646
693451473,271712940,71343,215279,0.391826898606934,3.017520990146195
693217185,268500791,64685,205029,0.3873256416746218,3.169652933446703
64908293,31910392,29802,50607,0.49162272685248404,1.6981075095631166
