total bytes,total packets,total bytes per seconds,total packets per seconds
301684504,357252,597395.0574257426,707.4297029702971
301555725,357165,597140.0495049505,707.2574257425742
302006604,357166,598032.8792079207,707.2594059405941
301910020,357227,597841.6237623763,707.3801980198019
301866009,357288,597754.4732673267,707.5009900990099
