expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
73420262,30211529,10218,38453,0.4114876217684976,3.7632609121158738
73423644,30208129,10218,38452,0.4114223614398653,3.763163045605794
73435592,30263489,10218,38456,0.4121092807422319,3.763554511646115
73437858,30252303,10218,38426,0.4119442454326486,3.7606185163437074
73437798,30216392,10218,38375,0.41145558313172736,3.7556273243296143
