received bytes,received packets,sent bytes,sent packets,received bytes per seconds,received packets per seconds,sent bytes per seconds,sent packets per seconds,bytes ratio,packets ratio,bytes per packet
236278,1947,202166,1665,472.556,3.894,404.332,3.33,1.1687326256640582,1.1693693693693694,121.42102102102102
226553,1933,191896,1650,453.106,3.866,383.792,3.3,1.1806030349772794,1.1715151515151516,116.30060606060606
238524,2012,202528,1725,477.048,4.024,405.056,3.45,1.1777334492020857,1.1663768115942028,117.40753623188405
238023,2005,201876,1717,476.046,4.01,403.752,3.434,1.179055459787196,1.1677344205008737,117.57483983692487
210251,1885,173459,1595,420.502,3.77,346.918,3.19,1.2121077603352954,1.1818181818181819,108.75172413793103
226296,1900,190419,1613,452.592,3.8,380.838,3.226,1.1884108203488097,1.1779293242405455,118.0526968381897
222908,1935,187384,1648,445.816,3.87,374.768,3.296,1.1895786193058104,1.1741504854368932,113.70388349514563
217120,1900,181214,1613,434.24,3.8,362.428,3.226,1.1981414239517918,1.1779293242405455,112.34593924364538
218034,1870,181795,1580,436.068,3.74,363.59,3.16,1.1993399158392695,1.1835443037974684,115.06012658227849
231105,1918,196052,1634,462.21,3.836,392.104,3.268,1.1787944014853202,1.1738066095471236,119.9828641370869
221833,1913,186626,1629,443.666,3.826,373.252,3.258,1.1886500273273821,1.1743400859422959,114.56476365868632
234253,2005,197632,1717,468.506,4.01,395.264,3.434,1.1852989394430051,1.1677344205008737,115.10308677926616
45793,363,137750,1097,91.586,0.726,275.5,2.194,0.33243557168784027,0.3309024612579763,125.56973564266181
50768,428,143275,1162,101.536,0.856,286.55,2.324,0.35433955679637064,0.3683304647160069,123.30034423407918
250066,2062,214123,1776,500.132,4.124,428.246,3.552,1.1678614628040893,1.1610360360360361,120.56475225225225
229361,1909,193389,1622,458.722,3.818,386.778,3.244,1.186008511342424,1.1769420468557337,119.22872996300863
52970,481,145174,1214,105.94,0.962,290.348,2.428,0.36487249783019,0.39621087314662273,119.5831960461285
48501,485,140665,1220,97.002,0.97,281.33,2.44,0.3447979241460207,0.3975409836065574,115.29918032786885
212133,1852,176084,1561,424.266,3.704,352.168,3.122,1.2047261534267737,1.1864189622037156,112.80204996796925
229390,1872,193415,1581,458.78,3.744,386.83,3.162,1.1859990176563349,1.1840607210626186,122.337128399747
227716,1922,191073,1632,455.432,3.844,382.146,3.264,1.1917748713842353,1.1776960784313726,117.07904411764706
43406,363,135503,1097,86.812,0.726,271.006,2.194,0.32033239116477125,0.3309024612579763,123.52142206016408
234059,1968,198165,1683,468.118,3.936,396.33,3.366,1.1811318850452905,1.1693404634581106,117.74509803921569
41107,421,133216,1156,82.214,0.842,266.432,2.312,0.3085740451597406,0.36418685121107264,115.23875432525952
211283,1905,174680,1616,422.566,3.81,349.36,3.232,1.2095431646439203,1.1788366336633664,108.0940594059406
247645,1901,212143,1614,495.29,3.802,424.286,3.228,1.1673493822563084,1.177819083023544,131.43928128872366
248532,2011,214087,1726,497.064,4.022,428.174,3.452,1.1608925343435146,1.1651216685979142,124.03650057937428
213046,1968,177093,1681,426.092,3.936,354.186,3.362,1.203017623508552,1.170731707317073,105.34979179060083
45428,412,137421,1147,90.856,0.824,274.842,2.294,0.33057538513036583,0.35919790758500436,119.80906713164778
40678,355,133217,1094,81.356,0.71,266.434,2.188,0.30535141911317626,0.32449725776965266,121.77056672760511
254416,2051,218427,1766,508.832,4.102,436.854,3.532,1.1647644293059007,1.1613816534541337,123.6845979614949
229209,1901,192691,1614,458.418,3.802,385.382,3.228,1.1895158569938398,1.177819083023544,119.38723667905823
233047,1885,196880,1597,466.094,3.77,393.76,3.194,1.1837007314099959,1.1803381340012524,123.28115216030056
53057,424,145391,1161,106.114,0.848,290.782,2.322,0.3649263021782641,0.3652024117140396,125.22911283376399
246452,1981,209702,1689,492.904,3.962,419.404,3.378,1.1752486862309373,1.1728833629366489,124.15748963883955
223152,1867,187472,1583,446.304,3.734,374.944,3.166,1.1903217547153708,1.1794061907770057,118.42830069488313
236546,1972,200130,1683,473.092,3.944,400.26,3.366,1.1819617248788288,1.1717171717171717,118.9126559714795
44562,447,136788,1182,89.124,0.894,273.576,2.364,0.32577419071848407,0.37817258883248733,115.7258883248731
49780,461,142563,1201,99.56,0.922,285.126,2.402,0.34917895947756433,0.38384679433805163,118.70358034970857
239365,1952,202636,1663,478.73,3.904,405.272,3.326,1.1812560453226475,1.1737823211064342,121.84966927239928
209125,1870,173146,1582,418.25,3.74,346.292,3.164,1.2077957330807527,1.1820480404551201,109.44753476611884
44019,432,135890,1165,88.038,0.864,271.78,2.33,0.3239311207594378,0.3708154506437768,116.64377682403433
212424,1934,174875,1642,424.848,3.868,349.75,3.284,1.2147190850607577,1.1778319123020706,106.5012180267966
42931,351,135056,1088,85.862,0.702,270.112,2.176,0.3178755479208625,0.3226102941176471,124.13235294117646
240033,1948,204688,1663,480.066,3.896,409.376,3.326,1.1726774407879308,1.1713770294648227,123.083583884546
44139,436,135957,1167,88.278,0.872,271.914,2.334,0.32465411858161036,0.3736075407026564,116.5012853470437
241728,1968,205363,1682,483.456,3.936,410.726,3.364,1.1770766885953166,1.1700356718192628,122.09453032104638
233078,1934,196964,1646,466.156,3.868,393.928,3.292,1.183353303141691,1.174969623329283,119.66221142162819
224305,1976,189477,1692,448.61,3.952,378.954,3.384,1.1838112277479589,1.1678486997635933,111.98404255319149
252864,1966,216550,1678,505.728,3.932,433.1,3.356,1.1676933733548833,1.1716328963051252,129.05244338498213
231214,1975,193672,1685,462.428,3.95,387.344,3.37,1.1938431988103597,1.172106824925816,114.93887240356084
221396,1935,185143,1646,442.792,3.87,370.286,3.292,1.1958108057015389,1.1755771567436208,112.4805589307412
236450,1979,200784,1691,472.9,3.958,401.568,3.382,1.1776336759901187,1.170313424009462,118.73684210526316
252114,1977,217651,1695,504.228,3.954,435.302,3.39,1.1583406462639732,1.1663716814159293,128.40766961651917
237090,1937,201688,1652,474.18,3.874,403.376,3.304,1.175528539129745,1.1725181598062955,122.08716707021792
240566,1957,204645,1670,481.132,3.914,409.29,3.34,1.1755283539788415,1.1718562874251497,122.54191616766467
231748,2001,195057,1713,463.496,4.002,390.114,3.426,1.1881039901157098,1.1681260945709282,113.86865148861646
246004,1983,210815,1698,492.008,3.966,421.63,3.396,1.1669188625097835,1.167844522968198,124.15488810365136
230916,1994,195481,1713,461.832,3.988,390.962,3.426,1.1812708140433086,1.1640396964389959,114.11617046117922
225885,1941,190288,1658,451.77,3.882,380.576,3.316,1.1870690742453545,1.1706875753920385,114.76960193003619
238237,1995,201362,1707,476.474,3.99,402.724,3.414,1.1831278990077572,1.1687170474516695,117.96250732278851
208453,1867,173140,1581,416.906,3.734,346.28,3.162,1.2039563359131338,1.1808981657179,109.51296647691335
47523,405,139976,1142,95.046,0.81,279.952,2.284,0.33950820140595533,0.35464098073555167,122.57092819614711
47365,403,139630,1136,94.73,0.806,279.26,2.272,0.3392179331089307,0.35475352112676056,122.91373239436619
235932,2005,199734,1717,471.864,4.01,399.468,3.434,1.1812310372795818,1.1677344205008737,116.32731508444962
240647,1955,204904,1666,481.294,3.91,409.808,3.332,1.174437785499551,1.1734693877551021,122.99159663865547
46121,371,138422,1106,92.242,0.742,276.844,2.212,0.333191255725246,0.33544303797468356,125.15551537070525
48867,382,140947,1115,97.734,0.764,281.894,2.23,0.34670478974366253,0.34260089686098655,126.40986547085201
225624,1971,189240,1686,451.248,3.942,378.48,3.372,1.1922637920101458,1.1690391459074734,112.24199288256227
236251,1961,201333,1679,472.502,3.922,402.666,3.358,1.173434061976924,1.1679571173317451,119.91244788564622
227245,1914,191711,1630,454.49,3.828,383.422,3.26,1.1853519099060565,1.174233128834356,117.61411042944785
50198,414,142967,1157,100.396,0.828,285.934,2.314,0.351115991802304,0.35782195332757133,123.56698357821953
239485,2023,203203,1738,478.97,4.046,406.406,3.476,1.178550513525883,1.1639815880322208,116.91772151898734
42763,350,135321,1085,85.526,0.7,270.642,2.17,0.31601155770353456,0.3225806451612903,124.71981566820277
227853,1876,191450,1586,455.706,3.752,382.9,3.172,1.190143640637242,1.1828499369482977,120.7124842370744
237769,1946,202056,1662,475.538,3.892,404.112,3.324,1.1767480302490398,1.170878459687124,121.5740072202166
226165,1915,189137,1627,452.33,3.83,378.274,3.254,1.1957734340715989,1.1770129071911493,116.24892440073755
249641,2048,213420,1760,499.282,4.096,426.84,3.52,1.1697169899728235,1.1636363636363636,121.26136363636364
42274,449,135222,1187,84.548,0.898,270.444,2.374,0.3126266435934981,0.37826453243470937,113.91912384161752
50283,415,141889,1140,100.566,0.83,283.778,2.28,0.3543826512273679,0.36403508771929827,124.4640350877193
236010,1916,200763,1632,472.02,3.832,401.526,3.264,1.175565218690695,1.1740196078431373,123.01654411764706
230211,1991,194285,1703,460.422,3.982,388.57,3.406,1.184913915124688,1.1691133294186729,114.08396946564885
233236,1931,196461,1641,466.472,3.862,392.922,3.282,1.1871872789001379,1.1767215112736136,119.72029250457038
43417,364,135684,1098,86.834,0.728,271.368,2.196,0.3199861442764069,0.331511839708561,123.57377049180327
244171,1974,207952,1687,488.342,3.948,415.904,3.374,1.1741700007694083,1.170124481327801,123.26733847065798
212095,1888,176065,1602,424.19,3.776,352.13,3.204,1.2046403316956806,1.1785268414481898,109.90324594257179
196625,1884,159713,1596,393.25,3.768,319.426,3.192,1.2311145617451302,1.1804511278195489,100.07080200501254
48853,436,140858,1167,97.706,0.872,281.716,2.334,0.34682446151443297,0.3736075407026564,120.70094258783205
46960,391,138725,1125,93.92,0.782,277.45,2.25,0.33851144350333395,0.34755555555555556,123.31111111111112
257351,1976,221424,1687,514.702,3.952,442.848,3.374,1.1622543175084905,1.1713100177830469,131.253112033195
239546,1935,203548,1649,479.092,3.87,407.096,3.298,1.1768526342680843,1.173438447543966,123.43723468768951
57598,479,149989,1213,115.196,0.958,299.978,2.426,0.3840148277540353,0.3948887056883759,123.6512778235779
221814,1901,186757,1620,443.628,3.802,373.514,3.24,1.187714516724942,1.1734567901234567,115.2820987654321
48642,379,140722,1111,97.284,0.758,281.444,2.222,0.3456602379158909,0.34113411341134114,126.66246624662466
237279,1954,199548,1662,474.558,3.908,399.096,3.324,1.1890823260568886,1.1756919374247894,120.06498194945848
41566,376,133939,1109,83.132,0.752,267.878,2.218,0.31033530189115943,0.3390441839495041,120.77457168620379
229108,1886,194996,1605,458.216,3.772,389.992,3.21,1.174936921783011,1.1750778816199376,121.49283489096574
210926,1915,175240,1631,421.852,3.83,350.48,3.262,1.2036407212965077,1.1741263028816677,107.4432863274065
244140,2004,206830,1714,488.28,4.008,413.66,3.428,1.180389692017599,1.1691948658109685,120.67094515752625
247802,2031,212862,1746,495.604,4.062,425.724,3.492,1.1641439054410838,1.1632302405498283,121.91408934707904
234638,1991,199140,1708,469.276,3.982,398.28,3.416,1.1782565029627399,1.1656908665105385,116.59250585480093
251777,1933,215702,1648,503.554,3.866,431.404,3.296,1.1672446245282844,1.1729368932038835,130.8871359223301
227102,1920,191723,1635,454.204,3.84,383.446,3.27,1.184531850638682,1.1743119266055047,117.26177370030581
239342,1912,202771,1624,478.684,3.824,405.542,3.248,1.1803561653293617,1.1773399014778325,124.85899014778325
257216,1966,221687,1679,514.432,3.932,443.374,3.358,1.1602665018697533,1.170935080405003,132.03513996426443
220806,1940,185486,1655,441.612,3.88,370.972,3.31,1.1904186838898894,1.1722054380664653,112.0761329305136
251906,1951,216138,1666,503.812,3.902,432.276,3.332,1.1654868648733678,1.1710684273709484,129.73469387755102
219827,1898,183599,1613,439.654,3.796,367.198,3.226,1.197321336172855,1.1766893986360818,113.82455052696838
216120,1849,179230,1560,432.24,3.698,358.46,3.12,1.2058249177035094,1.1852564102564103,114.89102564102564
224441,1896,188157,1607,448.882,3.792,376.314,3.214,1.19283895895449,1.179838207840697,117.08587429993777
242404,1989,205877,1700,484.808,3.978,411.754,3.4,1.1774214701010797,1.17,121.10411764705883
213821,1922,177518,1636,427.642,3.844,355.036,3.272,1.2045032053087574,1.1748166259168704,108.50733496332518
43459,364,135431,1095,86.918,0.728,270.862,2.19,0.32089403460064536,0.3324200913242009,123.68127853881279
43774,373,135919,1107,87.548,0.746,271.838,2.214,0.32205946188538764,0.3369467028003613,122.7813911472448
221178,1888,185075,1600,442.356,3.776,370.15,3.2,1.1950722679994596,1.18,115.671875
221748,1917,186448,1635,443.496,3.834,372.896,3.27,1.1893289281730026,1.1724770642201834,114.0354740061162
44730,450,137350,1188,89.46,0.9,274.7,2.376,0.32566436112122316,0.3787878787878788,115.61447811447812
36193,358,128440,1091,72.386,0.716,256.88,2.182,0.2817891622547493,0.3281393217231897,117.72685609532539
227411,1916,191833,1631,454.822,3.832,383.666,3.262,1.185463397851256,1.1747394236664623,117.61679950950337
232952,1976,195783,1685,465.904,3.952,391.566,3.37,1.1898479438970697,1.172700296735905,116.19169139465875
222386,1865,186683,1578,444.772,3.73,373.366,3.156,1.1912493371115742,1.1818757921419518,118.30354879594424
42154,391,133668,1117,84.308,0.782,267.336,2.234,0.3153634377711943,0.35004476275738583,119.66696508504924
227987,1884,192221,1595,455.974,3.768,384.442,3.19,1.186067079039231,1.181191222570533,120.51473354231975
53318,489,145425,1223,106.636,0.978,290.85,2.446,0.36663572288121027,0.39983646770237125,118.90842191332789
222808,1876,188066,1596,445.616,3.752,376.132,3.192,1.1847330192591963,1.1754385964912282,117.8358395989975
237443,1996,201661,1711,474.886,3.992,403.322,3.422,1.1774363907746168,1.1665692577440094,117.8614845119813
217622,1870,182677,1586,435.244,3.74,365.354,3.172,1.191293923153982,1.1790668348045397,115.18095838587642
229104,1907,193477,1623,458.208,3.814,386.954,3.246,1.1841407505801724,1.174984596426371,119.20948860135552
43923,376,136209,1112,87.846,0.752,272.418,2.224,0.32246767834724577,0.3381294964028777,122.49010791366906
45733,363,138717,1105,91.466,0.726,277.434,2.21,0.32968561892197784,0.32850678733031674,125.53574660633484
241091,1903,205098,1618,482.182,3.806,410.196,3.236,1.1754917161552039,1.1761433868974043,126.7601977750309
220488,1962,184069,1675,440.976,3.924,368.138,3.35,1.197855152144033,1.1713432835820896,109.89194029850746
228982,1909,193527,1624,457.964,3.818,387.054,3.248,1.183204410754055,1.1754926108374384,119.16687192118226
39276,433,130375,1165,78.552,0.866,260.75,2.33,0.3012540747842761,0.37167381974248925,111.9098712446352
238725,1963,202634,1675,477.45,3.926,405.268,3.35,1.1781093005122536,1.1719402985074627,120.9755223880597
248684,1938,213335,1650,497.368,3.876,426.67,3.3,1.1656971429910703,1.1745454545454546,129.29393939393938
226443,1947,190083,1658,452.886,3.894,380.166,3.316,1.191284859771784,1.1743063932448734,114.645958986731
47077,397,139415,1135,94.154,0.794,278.83,2.27,0.3376752860165692,0.3497797356828194,122.83259911894272
43865,375,136073,1106,87.73,0.75,272.146,2.212,0.32236373123250023,0.33905967450271246,123.03164556962025
244267,1912,208479,1629,488.534,3.824,416.958,3.258,1.1716623736683311,1.1737262124002454,127.97974217311234
219320,1913,184015,1627,438.64,3.826,368.03,3.254,1.1918593592913622,1.1757836508912107,113.10079901659496
52122,460,144599,1196,104.244,0.92,289.198,2.392,0.3604589243355763,0.38461538461538464,120.90217391304348
221388,1882,185010,1593,442.776,3.764,370.02,3.186,1.1966272093400356,1.1814187068424356,116.13935969868173
48613,430,140441,1161,97.226,0.86,280.882,2.322,0.3461453564130133,0.37037037037037035,120.96554694229113
232229,1877,197377,1596,464.458,3.754,394.754,3.192,1.1765757915055959,1.1760651629072683,123.66979949874687
47657,408,140482,1149,95.314,0.816,280.964,2.298,0.33923919078600817,0.35509138381201044,122.26457789382071
229727,1903,192690,1611,459.454,3.806,385.38,3.222,1.1922102859515284,1.181253879577902,119.60893854748603
253684,1983,217621,1693,507.368,3.966,435.242,3.386,1.1657147058418076,1.171293561724749,128.54164205552274
233333,1902,197983,1615,466.666,3.804,395.966,3.23,1.1785506836445554,1.1777089783281733,122.59009287925697
214129,1868,177620,1580,428.258,3.736,355.24,3.16,1.2055455466726719,1.1822784810126583,112.41772151898734
215929,1956,178905,1664,431.858,3.912,357.81,3.328,1.206947821469495,1.1754807692307692,107.51502403846153
210133,1835,173708,1549,420.266,3.67,347.416,3.098,1.2096909756603036,1.18463524854745,112.14202711426726
235458,1940,199988,1655,470.916,3.88,399.976,3.31,1.1773606416384983,1.1722054380664653,120.83867069486405
237679,1921,201670,1637,475.358,3.842,403.34,3.274,1.1785540734863886,1.1734880879657912,123.19486866218693
223536,1876,187749,1592,447.072,3.752,375.498,3.184,1.1906108687662784,1.178391959798995,117.93278894472361
233007,1946,197619,1661,466.014,3.892,395.238,3.322,1.1790718503787592,1.1715833835039133,118.97591812161349
226305,1920,191846,1636,452.61,3.84,383.692,3.272,1.1796180269591234,1.17359413202934,117.26528117359413
215312,1902,178430,1610,430.624,3.804,356.86,3.22,1.2067029087036933,1.1813664596273292,110.82608695652173
241482,1939,206519,1656,482.964,3.878,413.038,3.312,1.169296771725604,1.1708937198067633,124.70954106280193
231974,1881,197052,1596,463.948,3.762,394.104,3.192,1.1772222560542396,1.1785714285714286,123.46616541353383
231106,1931,196601,1649,462.212,3.862,393.202,3.298,1.1755077542840575,1.1710127349909036,119.22437841115828
238118,1918,203239,1633,476.236,3.836,406.478,3.266,1.171615683997658,1.1745254133496632,124.45744029393754
41051,365,133458,1100,82.102,0.73,266.916,2.2,0.3075948987696504,0.33181818181818185,121.32545454545455
41166,424,133666,1159,82.332,0.848,267.332,2.318,0.30797659838702435,0.365832614322692,115.32873166522864
229318,1904,192965,1616,458.636,3.808,385.93,3.232,1.1883916772471692,1.1782178217821782,119.40903465346534
266097,2037,229500,1750,532.194,4.074,459.0,3.5,1.1594640522875816,1.164,131.14285714285714
48075,417,139898,1151,96.15,0.834,279.796,2.302,0.3436432257787817,0.3622936576889661,121.54474370112945
38001,403,130130,1138,76.002,0.806,260.26,2.276,0.2920233612541305,0.3541300527240773,114.34973637961336
218409,1886,183090,1601,436.818,3.772,366.18,3.202,1.1929051286252663,1.1780137414116176,114.35977514053717
253728,1983,218072,1700,507.456,3.966,436.144,3.4,1.1635056311676877,1.1664705882352941,128.27764705882353
251467,2018,214260,1730,502.934,4.036,428.52,3.46,1.1736535050872772,1.1664739884393063,123.84971098265896
55145,475,147528,1212,110.29,0.95,295.056,2.424,0.3737934493791009,0.3919141914191419,121.72277227722772
249499,1929,212674,1642,498.998,3.858,425.348,3.284,1.1731523364398093,1.1747868453105967,129.52131546894032
47550,405,139718,1141,95.1,0.81,279.436,2.282,0.34032837572825264,0.3549517966695881,122.45223488168273
225374,1925,189366,1637,450.748,3.85,378.732,3.274,1.190150290970924,1.1759315821624923,115.67868051313378
237938,1920,200901,1629,475.876,3.84,401.802,3.258,1.1843544830538424,1.1786372007366483,123.32780847145489
239732,1914,202679,1625,479.464,3.828,405.358,3.25,1.1828161773049994,1.1778461538461538,124.72553846153846
234546,1972,198482,1682,469.092,3.944,396.964,3.364,1.1816990961397003,1.1724137931034482,118.00356718192627
42087,386,133476,1112,84.174,0.772,266.952,2.224,0.31531511282927266,0.3471223021582734,120.03237410071942
42211,389,134145,1121,84.422,0.778,268.29,2.242,0.3146669648514667,0.3470115967885816,119.66547725245317
246510,1997,210812,1709,493.02,3.994,421.624,3.418,1.1693357114395766,1.168519602106495,123.3540081919251
235184,1943,199272,1657,470.368,3.886,398.544,3.314,1.1802159861897306,1.1726010863005432,120.26071213035607
239771,1970,202797,1682,479.542,3.94,405.594,3.364,1.1823202512857685,1.1712247324613556,120.56896551724138
43411,364,136103,1099,86.822,0.728,272.206,2.198,0.3189569664151415,0.33121019108280253,123.84258416742493
234000,1947,197366,1660,468.0,3.894,394.732,3.32,1.1856145435384007,1.1728915662650603,118.89518072289157
237567,1889,201837,1602,475.134,3.778,403.674,3.204,1.1770240342454554,1.1791510611735332,125.99063670411985
219475,1886,185778,1606,438.95,3.772,371.556,3.212,1.1813831562402437,1.174346201743462,115.6774595267746
51493,500,143500,1229,102.986,1.0,287.0,2.458,0.3588362369337979,0.40683482506102525,116.76159479251425
45275,407,137681,1145,90.55,0.814,275.362,2.29,0.3288398544461473,0.3554585152838428,120.24541484716157
223175,1892,187642,1603,446.35,3.784,375.284,3.206,1.189365920209761,1.1802869619463505,117.05676855895196
240044,1975,203545,1689,480.088,3.95,407.09,3.378,1.1793166130339727,1.1693309650680876,120.51213735938425
45084,459,137765,1200,90.168,0.918,275.53,2.4,0.3272529307153486,0.3825,114.80416666666666
230981,1963,195368,1678,461.962,3.926,390.736,3.356,1.1822867613938823,1.16984505363528,116.42908224076281
50784,429,143560,1171,101.568,0.858,287.12,2.342,0.3537475619949847,0.3663535439795047,122.59607173356106
217412,1851,180832,1561,434.824,3.702,361.664,3.122,1.2022872058042824,1.1857783472133248,115.84368994234465
41447,428,133094,1159,82.894,0.856,266.188,2.318,0.3114114836130855,0.36928386540120794,114.83520276100086
236651,1972,201233,1690,473.302,3.944,402.466,3.38,1.1760049296089607,1.1668639053254437,119.07278106508876
