total bytes,total packets,total bytes per seconds,total packets per seconds
8057399579,14095554,7822718.037864078,13685.003883495147
8097123667,14250030,7861285.113592233,13834.980582524271
7656805573,13427794,7433791.818446602,13036.693203883495
6638957200,11719220,6445589.514563107,11377.883495145632
6389582226,11257509,6203477.889320388,10929.620388349515
