expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
374197597,145665416,49197,184018,0.3892740551190659,3.7404313271134417
374275102,145677900,49201,184043,0.3892267992755767,3.740635352939981
374331432,145653754,49201,184070,0.38910372346183314,3.7411841222739377
374449101,145705035,49212,184061,0.38911839983293217,3.740165000406405
374329615,145531827,49201,184117,0.38877989121966744,3.742139387410825
