expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
92992312,41540348,20196,50473,0.446707336408627,2.499158249158249
93001696,41522042,20196,50460,0.4464654278992934,2.498514557338087
92999027,41487709,20197,50503,0.4461090652055962,2.5005198791899788
92992012,41466671,20196,50500,0.44591648366528513,2.500495147553971
92999260,41467871,20196,50495,0.44589463400031354,2.5002475737769854
