received bytes,received packets,sent bytes,sent packets,received bytes per seconds,received packets per seconds,sent bytes per seconds,sent packets per seconds,bytes ratio,packets ratio,bytes per packet
1746474,24851,41540348,50473,2772.1809523809525,39.44603174603174,65937.06031746032,80.11587301587302,0.04204283507687514,0.4923622530858083,823.0211796405999
51573241,84771,42131928,78389,81862.2873015873,134.55714285714285,66876.07619047619,124.42698412698412,1.2240892702560395,1.0814144841750757,537.4724514919185
51557700,84524,41759700,77943,81837.61904761905,134.16507936507938,66285.23809523809,123.71904761904761,1.234628122328465,1.0844334962729174,535.7722951387552
1729916,24511,41176318,49852,2745.898412698413,38.906349206349205,65359.23492063492,79.13015873015873,0.04201240140024176,0.49167535906282595,825.9712348551714
51547420,84766,42174483,78348,81821.30158730158,134.54920634920634,66943.62380952381,124.36190476190477,1.222241894464954,1.081916577321693,538.2968678204932
51578725,84840,42258571,78581,81870.99206349206,134.66666666666666,67077.09682539683,124.73174603174603,1.2205506191868154,1.0796502971456206,537.7708479148904
51551707,84742,42211478,78578,81828.10634920635,134.51111111111112,67002.34603174603,124.72698412698412,1.221272256801811,1.0784443482908703,537.1920639364707
51550705,84730,42251794,78597,81826.51587301587,134.4920634920635,67066.33968253968,124.75714285714285,1.2200832229751002,1.0780309681031082,537.5751491787219
51588641,84815,42284562,78555,81886.73174603174,134.62698412698413,67118.35238095238,124.69047619047619,1.2200348912210561,1.0796893895996436,538.2797021195341
51577874,84480,41290251,78011,81869.64126984128,134.0952380952381,65540.08095238096,123.82698412698413,1.249153801462723,1.0829242029970132,529.2875491917806
1720143,24507,40765548,49815,2730.385714285714,38.9,64707.219047619044,79.07142857142857,0.04219599844456893,0.4919602529358627,818.3388136103583
51584949,84519,41334086,77780,81880.87142857142,134.15714285714284,65609.66031746032,123.46031746031746,1.248000233995739,1.0866418102339934,531.4230650552842
1721793,24498,40770378,49837,2733.004761904762,38.885714285714286,64714.885714285716,79.10634920634921,0.04223147011293346,0.49156249372955835,818.0744828139735
51569580,84825,41717073,78364,81856.47619047618,134.64285714285714,66217.57619047619,124.3873015873016,1.236174455480134,1.0824485733244857,532.349969373692
51521859,84490,41265449,77909,81780.72857142857,134.11111111111111,65500.712698412695,123.66507936507936,1.2485471562420174,1.084470343606002,529.6621571320387
1725746,24522,40735761,49841,2739.279365079365,38.923809523809524,64659.938095238096,79.1126984126984,0.042364398200392034,0.49200457454705965,817.314279408519
51559436,84754,41737395,78325,81840.3746031746,134.53015873015872,66249.83333333333,124.32539682539682,1.2353295168517344,1.0820810724545165,532.8744972869454
51579783,84812,41873900,78584,81872.67142857143,134.62222222222223,66466.50793650794,124.73650793650793,1.2317883693661207,1.0792527741015983,532.8552886083681
51574982,84807,41855155,78601,81865.0507936508,134.61428571428573,66436.75396825396,124.76349206349207,1.2322253256498512,1.0789557384766097,532.5015585043448
