received bytes,received packets,sent bytes,sent packets,received bytes per seconds,received packets per seconds,sent bytes per seconds,sent packets per seconds,bytes ratio,packets ratio,bytes per packet
37521663,41822,30211529,38453,74300.32277227723,82.81584158415842,59824.8099009901,76.14455445544554,1.2419650458604727,1.0876134501859414,785.674173666554
37472044,41340,29297843,37844,74202.06732673268,81.86138613861387,58015.530693069304,74.93861386138614,1.279003508893129,1.0923792410950217,774.1740566536307
37480525,41357,29298378,37853,74218.86138613861,81.89504950495049,58016.5900990099,74.95643564356436,1.2792696237313887,1.092568620716984,774.0041212057168
37473954,41350,29307949,37848,74205.8495049505,81.88118811881188,58035.54257425742,74.94653465346535,1.2786276514948214,1.0925280067638976,774.3592528006764
881854,12527,32108519,26505,1746.2455445544554,24.805940594059408,63581.22574257426,52.48514851485149,0.02746479836083377,0.4726278060743256,1211.413657800415
37478193,41334,29218236,37587,74214.24356435644,81.84950495049505,57857.893069306934,74.42970297029703,1.2826986885861282,1.0996887221645781,777.349509138798
37467585,41326,29221826,37579,74193.23762376238,81.83366336633664,57865.00198019802,74.41386138613862,1.2821780883918754,1.0997099443838314,777.6105271561245
903534,12874,32876452,26979,1789.1762376237623,25.493069306930693,65101.88514851485,53.423762376237626,0.027482710117259612,0.4771859594499425,1218.5941658326847
37513657,41700,30098449,38316,74284.4693069307,82.57425742574257,59600.889108910895,75.87326732673267,1.2463651200100045,1.088318196053868,785.5321275707277
37494435,41664,30045323,38288,74246.40594059406,82.5029702970297,59495.68910891089,75.81782178217821,1.2479291702072899,1.0881738403677392,784.7190503552026
37505070,41814,30208129,38452,74267.46534653465,82.8,59818.07722772277,76.14257425742574,1.2415555428805274,1.0874336835535212,785.6061843337147
37462714,41359,29295690,37868,74183.59207920793,81.8990099009901,58011.267326732675,74.98613861386139,1.2787790285874816,1.0921886553290376,773.6265448399704
37461001,41341,29307927,37824,74180.2,81.86336633663366,58035.49900990099,74.8990099009901,1.2781866489567821,1.0929832910321489,774.8500158629441
37449548,41296,29302630,37799,74157.5207920792,81.77425742574258,58025.0099009901,74.84950495049505,1.2780268528797585,1.0925156750178575,775.2223603799042
877623,12507,32063950,26479,1737.8673267326733,24.766336633663368,63492.9702970297,52.43366336633663,0.027371019478261413,0.4723365686015333,1210.919974319272
37464230,41316,29200120,37581,74186.59405940594,81.81386138613861,57822.0198019802,74.41782178217822,1.2830163026727288,1.0993853276921848,776.9915648865118
37452829,41320,29218076,37595,74164.01782178218,81.82178217821782,57857.57623762376,74.44554455445545,1.2818376199719652,1.099082324777231,777.1798377443808
908632,12895,32866684,27003,1799.2712871287129,25.534653465346533,65082.54257425742,53.47128712871287,0.027645989476760113,0.477539532644521,1217.1493537755064
37502786,41699,30071022,38325,74262.94257425742,82.57227722772278,59546.578217821785,75.89108910891089,1.2471403865156296,1.0880365296803653,784.6320156555773
37471852,41626,30021497,38239,74201.68712871287,82.42772277227722,59448.50891089109,75.72079207920792,1.2481673382243397,1.0885744920107743,785.1015193911975
37561393,41825,30263489,38456,74378.99603960395,82.82178217821782,59927.70099009901,76.15049504950495,1.2411454938325188,1.0876066153526107,786.9640368213022
37504186,41272,29296893,37769,74265.71485148514,81.72673267326732,58013.649504950496,74.79009900990098,1.2801420956140297,1.0927480208636713,775.6862241520824
37522393,41353,29354090,37858,74301.76831683169,81.88712871287129,58126.91089108911,74.96633663366336,1.2782679687907206,1.0923186644830682,775.3735009773363
37512901,41323,29336903,37822,74282.97227722772,81.82772277227723,58092.87722772277,74.89504950495049,1.2786932894723073,1.0925651737084237,775.6571043308128
883551,12530,32120022,26519,1749.6059405940593,24.81188118811881,63604.00396039604,52.51287128712871,0.02750779560487225,0.472491421245145,1211.2078886835855
37523815,41357,29300222,37632,74304.58415841585,81.89504950495049,58020.241584158415,74.51881188118811,1.2806665765194543,1.098984906462585,778.5985863095239
37513516,41343,29254902,37588,74284.1900990099,81.86732673267326,57930.49900990099,74.43168316831684,1.282298467450002,1.0998989039055018,778.3042992444397
903760,12877,32895380,26969,1789.6237623762377,25.4990099009901,65139.36633663366,53.4039603960396,0.027473766832910883,0.4774741369720791,1219.747858652527
37543952,41627,30120855,38266,74344.4594059406,82.42970297029703,59645.25742574257,75.77425742574258,1.2464437679474902,1.0878325406365965,787.1440704541891
37537277,41661,30063848,38287,74331.24158415842,82.4970297029703,59532.372277227725,75.81584158415842,1.2485852443107084,1.0881239062867292,785.2233917517696
37542460,41796,30252303,38426,74341.50495049504,82.76435643564356,59905.5504950495,76.0910891089109,1.2409785793828656,1.0877010357570396,787.2873314943007
37513213,41382,29315890,37889,74283.5900990099,81.94455445544554,58051.267326732675,75.02772277227723,1.2796204720375195,1.0921903454828579,773.7308981498588
37502812,41326,29325081,37827,74262.99405940594,81.83366336633664,58069.46732673267,74.9049504950495,1.2788647369806072,1.0925000660903588,775.2420493298438
37495674,41310,29322288,37809,74248.85940594059,81.8019801980198,58063.93663366337,74.86930693069307,1.2787431185451832,1.0925970007141157,775.5372530349916
881330,12519,32105449,26510,1745.2079207920792,24.79009900990099,63575.14653465347,52.495049504950494,0.027451103393694946,0.47223689173896644,1211.069370049038
37503717,41323,29245896,37579,74264.78613861387,81.82772277227723,57912.66534653465,74.41386138613862,1.2823582837058574,1.0996301125628676,778.2510444663243
37492237,41318,29247601,37569,74242.05346534653,81.81782178217821,57916.04158415842,74.3940594059406,1.2818910173179674,1.0997897202480769,778.5035800793207
905461,12881,32912762,26984,1792.9920792079208,25.506930693069307,65173.78613861386,53.43366336633663,0.02751093937360833,0.47735695226801067,1219.7139786540172
