expected bytes,actual bytes,expected packets,actual packets,bytes ratio,packets ratio
17878800,6790829,4036,9049,0.37982577130456185,2.24207135777998
17881516,6802301,4036,9060,0.380409636408904,2.244796828543112
17881476,6795592,4036,9053,0.3800352946255667,2.243062438057483
17881064,6801019,4036,9042,0.38034755649887503,2.240336967294351
17882136,6790076,4036,9049,0.3797128038842787,2.24207135777998
